ID,Direccion,Localidad,Coordenadas,
46387,calle el dorado 103 urbanización chacarilla del estanque manzana 2 ,SAN BORJA-LIMA-LIMA,"(-12.105381,-76.981001)",
46388,avenida buena vista 164 urbanización chacarilla del estanque manzana j2 ,SAN BORJA-LIMA-LIMA,"(-12.10876,-76.979716)",
46389,avenida buena vista 235 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.107347,-76.979815)",
46390,avenida buena vista 247 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.107013,-76.97984)",
46391,calle bello horizonte 103 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.106948,-76.979996)",
46392,avenida buena vista 239 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.107184,-76.979823)",
46393,avenida buena vista 221 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.107672,-76.979827)",
46394,avenida buena vista 223 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.107492,-76.979816)",
46395,avenida buena vista 211 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.107817,-76.979837)",
46396,calle hermano lobo 139 urbanización chacarilla del estanque manzana q2 ,SAN BORJA-LIMA-LIMA,"(-12.106252,-76.981547)",
46397,calle hermano lobo 141 urbanización chacarilla del estanque manzana q2 ,SAN BORJA-LIMA-LIMA,"(-12.106253,-76.981558)",
46398,calle hermano lobo 145 urbanización chacarilla del estanque manzana q2 ,SAN BORJA-LIMA-LIMA,"(-12.106264,-76.981692)",
46399,calle trinidad 123 urbanización chacarilla del estanque manzana z2 ,SAN BORJA-LIMA-LIMA,"(-12.109709,-76.986034)",
46400,calle trinidad 129 urbanización chacarilla del estanque manzana z2 ,SAN BORJA-LIMA-LIMA,"(-12.109718,-76.986166)",
46401, 0   ,SAN BORJA-LIMA-LIMA,"(-12.109684,-76.985549)",
46402,calle matamoros 169 urbanización chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.109707,-76.985547)",
46403,calle matamoros 175 urbanización chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.10982,-76.985539)",
46404,calle matamoros 179 urbanización chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.109834,-76.985538)",
46405,calle trinidad 124 urbanización chacarilla del estanque manzana v1 ,SAN BORJA-LIMA-LIMA,"(-12.109542,-76.985947)",
46406,calle matamoros 174 urbanización chacarilla del estanque manzana u1 ,SAN BORJA-LIMA-LIMA,"(-12.109456,-76.985774)",
46407,calle trinidad 135 urbanización chacarilla del estanque manzana z2 ,SAN BORJA-LIMA-LIMA,"(-12.109719,-76.98618)",
46408,calle trinidad 139 urbanización chacarilla del estanque manzana z2 ,SAN BORJA-LIMA-LIMA,"(-12.109728,-76.986312)",
46409,calle trinidad 145 urbanización chacarilla del estanque manzana z2 ,SAN BORJA-LIMA-LIMA,"(-12.109729,-76.986326)",
46410,calle trinidad 149 urbanización chacarilla del estanque manzana z2 ,SAN BORJA-LIMA-LIMA,"(-12.109739,-76.986465)",
46411,calle trinidad 159 urbanización chacarilla del estanque manzana z2 ,SAN BORJA-LIMA-LIMA,"(-12.10974,-76.986477)",
46412,calle venecia 237 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.107584,-76.99118)",
46413,avenida paseo del bosque 320 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.107862,-76.99164)",
46414,calle venecia 225 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.10771,-76.991236)",
46415,calle san marcos 177 urbanización mariscal ramon castilla manzana i5 ,SAN BORJA-LIMA-LIMA,"(-12.09538,-76.983102)",
46416,calle san marcos 175 urbanización mariscal ramon castilla manzana i5 ,SAN BORJA-LIMA-LIMA,"(-12.095363,-76.982973)",
46417,calle 26 175 urbanización mariscal ramon castilla manzana i5 ,SAN BORJA-LIMA-LIMA,"(-12.095363,-76.982963)",
46418,calle 26 141 urbanización mariscal ramon castilla manzana i5 ,SAN BORJA-LIMA-LIMA,"(-12.095345,-76.982836)",
46419,calle 26 133 urbanización mariscal ramon castilla manzana i5 ,SAN BORJA-LIMA-LIMA,"(-12.095346,-76.982826)",
46420,calle 26 117 urbanización mariscal ramon castilla manzana i5 ,SAN BORJA-LIMA-LIMA,"(-12.095328,-76.982707)",
46421,avenida juan bielovucic cavalier 321 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103713,-76.983676)",
46422,avenida juan bielovucic cavalier 317 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103704,-76.983535)",
46423,avenida juan bielovucic cavalier 303 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103687,-76.983301)",
46424,calle pacaritambo 335 urbanización chacarilla del estanque manzana m2 ,SAN BORJA-LIMA-LIMA,"(-12.10471,-76.983549)",
46425,calle pacaritambo 331 urbanización chacarilla del estanque manzana m2 ,SAN BORJA-LIMA-LIMA,"(-12.104709,-76.983537)",
46426,calle pacaritambo 175 urbanización chacarilla del estanque manzana m2 ,SAN BORJA-LIMA-LIMA,"(-12.104689,-76.983277)",
46427,calle alfredo galeon francol 129 urbanizacion chacarilla del estanque manzana m2 ,SAN BORJA-LIMA-LIMA,"(-12.105093,-76.983779)",
46428,calle alfredo galeon francol 189 urbanización chacarilla del estanque manzana m2 ,SAN BORJA-LIMA-LIMA,"(-12.105908,-76.98372)",
46429,avenida juan bielovucic cavalier 353 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.10374,-76.98407)",
46430,avenida juan bielovucic cavalier 341 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103732,-76.98395)",
46431,avenida juan bielovucic cavalier 325 urbanizacion chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103723,-76.983814)",
46432,avenida juan bielovucic cavalier 323 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103722,-76.983802)",
46433,calle alfredo galeon francol 120 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105058,-76.983953)",
46434,calle pacaritambo 369 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.10473,-76.984019)",
46435,calle alfredo galeon francol 142 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105313,-76.98393)",
46436,calle alfredo galeon francol 150 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105591,-76.983908)",
46437,calle alfredo galeon francol 154 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105622,-76.983907)",
46438,calle alfredo galeon francol 168 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.1058,-76.983898)",
46439,calle pacaritambo 381 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.104769,-76.984454)",
46440,avenida alejandro velasco astete 901 urbanización chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.108109,-76.984529)",
46441,avenida alejandro velasco astete 911 urbanización chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.10829,-76.984517)",
46442,avenida alejandro velasco astete 915 urbanización chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.108453,-76.984505)",
46443,avenida alejandro velasco astete 925 urbanización chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.108612,-76.984494)",
46444,avenida alejandro velasco astete 933 urbanización chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.108735,-76.98449)",
46445,avenida alejandro velasco astete 935 urbanización chacarilla del estanque manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.108749,-76.984489)",
46446,avenida alejandro velasco astete 885 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.107503,-76.984565)",
46447,avenida alejandro velasco astete 881 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.107492,-76.984566)",
46448,avenida alejandro velasco astete 871 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.107363,-76.984574)",
46449,avenida alejandro velasco astete 859 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.107232,-76.984582)",
46450,avenida alejandro velasco astete 789 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.106054,-76.98467)",
46451,avenida alejandro velasco astete 777 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.10578,-76.984694)",
46452,avenida alejandro velasco astete 779 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105854,-76.984689)",
46453,avenida alejandro velasco astete 771 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.10572,-76.984699)",
46454,avenida alejandro velasco astete 763 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105567,-76.984708)",
46455,avenida alejandro velasco astete 761 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105506,-76.984714)",
46456,avenida alejandro velasco astete 755 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105454,-76.984714)",
46457,avenida alejandro velasco astete 753 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105372,-76.984721)",
46458,avenida alejandro velasco astete 749 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105304,-76.98473)",
46459,avenida alejandro velasco astete 735 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.105044,-76.984742)",
46460,calle pacaritambo 391 urbanización chacarilla del estanque manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.104784,-76.984634)",
46461,avenida alejandro velasco astete 833 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.10682,-76.984608)",
46462,avenida alejandro velasco astete 817 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.106695,-76.984616)",
46463,avenida alejandro velasco astete 815 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.106684,-76.984617)",
46464,calle hermano lobo 225 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.106443,-76.984081)",
46465,avenida alejandro velasco astete 811 urbanización chacarilla del estanque manzana c2 ,SAN BORJA-LIMA-LIMA,"(-12.106538,-76.984626)",
46466,avenida juan bielovucic cavalier 355 urbanizacion chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103741,-76.984084)",
46467,avenida juan bielovucic cavalier 381 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.10377,-76.984494)",
46468,avenida juan bielovucic cavalier 375 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.10376,-76.984358)",
46469,avenida juan bielovucic cavalier 363 urbanización chacarilla del estanque manzana e2 ,SAN BORJA-LIMA-LIMA,"(-12.103751,-76.984225)",
46470,avenida alejandro velasco astete 970 urbanización chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.109625,-76.98485)",
46471,avenida alejandro velasco astete 962 urbanización chacarilla del estanque manzana z1 ,SAN BORJA-LIMA-LIMA,"(-12.109506,-76.984858)",
46472,calle la pradera 260 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109366,-76.99053)",
46473,calle la pradera 290 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109093,-76.990557)",
46474,calle la pradera 272 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109207,-76.990541)",
46475,calle la pradera 270 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.10922,-76.99054)",
46476,calle la pradera 240 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109502,-76.99052)",
46477,calle la pradera 220 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109643,-76.99051)",
46478,calle trinidad 502 urbanizacion chacarilla del estanque manzana a5 ,SAN BORJA-LIMA-LIMA,"(-12.109853,-76.990726)",
46479,calle la pradera 358 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.107733,-76.990495)",
46480,calle venecia 239 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.107448,-76.991106)",
46481,calle venecia 241 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.107438,-76.991101)",
46482,calle venecia 243 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.107342,-76.991051)",
46483,calle venecia 245 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.107241,-76.991003)",
46484,avenida del pinar 407 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108784,-76.989925)",
46485,avenida del pinar 413 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108633,-76.989936)",
46486,avenida del pinar 415 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108619,-76.989937)",
46487,avenida del pinar 425 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108473,-76.989947)",
46488,avenida del pinar 431 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108345,-76.989956)",
46489,avenida del pinar 435 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108334,-76.989956)",
46490,calle trinidad 440 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109843,-76.990362)",
46491,calle trinidad 420 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.109818,-76.989999)",
46492,calle la pradera 302 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108884,-76.990409)",
46493,calle la pradera 356 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.108102,-76.990631)",
46494,avenida del pinar 558 urbanización chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.105919,-76.989681)",
46495,avenida del pinar 550 urbanizacion chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.105933,-76.989679)",
46496,avenida del pinar 540 urbanizacion chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.106062,-76.98967)",
46497,avenida del pinar 578 urbanización chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.105788,-76.989691)",
46498,avenida del pinar 568 urbanización chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.105799,-76.98969)",
46499,avenida del pinar 450 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107266,-76.989604)",
46500,avenida del pinar 440 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107388,-76.989595)",
46501,avenida del pinar 436 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107521,-76.989586)",
46502,calle la pradera 380 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.107552,-76.990401)",
46503,calle la pradera 396 urbanizacion chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.107205,-76.990233)",
46504,calle la pradera 384 urbanización chacarilla del estanque manzana n1 ,SAN BORJA-LIMA-LIMA,"(-12.107364,-76.990304)",
46505,calle venecia 275 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.106969,-76.990859)",
46506,calle venecia 295 urbanizacion chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.106842,-76.990792)",
46507,calle venecia 273 urbanización chacarilla del estanque manzana d1 ,SAN BORJA-LIMA-LIMA,"(-12.107104,-76.990929)",
46508,avenida la floresta 315 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107607,-76.98881)",
46509,avenida la floresta 319 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107492,-76.988818)",
46510,avenida la floresta 321 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107478,-76.988819)",
46511,avenida la floresta 345 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107341,-76.988829)",
46512,avenida la floresta 355 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107204,-76.988839)",
46513,avenida la floresta 365 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.107069,-76.988849)",
46514,avenida la floresta 369 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.10693,-76.988859)",
46515,avenida la floresta 379 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.106799,-76.988869)",
46516,avenida la floresta 405 urbanización chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.106241,-76.988925)",
46517,avenida la floresta 389 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.106659,-76.988879)",
46518,avenida la floresta 395 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.10653,-76.988888)",
46519,avenida la floresta 397 urbanización chacarilla del estanque manzana o5 ,SAN BORJA-LIMA-LIMA,"(-12.106517,-76.988889)",
46520,avenida la floresta 421 urbanización chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.106101,-76.988934)",
46521,avenida la floresta 425 urbanización chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.106089,-76.988934)",
46522,avenida la floresta 429 urbanización chacarilla del estanque manzana e1 ,SAN BORJA-LIMA-LIMA,"(-12.105947,-76.988945)",
46523,avenida buena vista 300 urbanizacion chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.105366,-76.979769)",
46524,avenida buena vista 304 urbanización chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.105357,-76.979769)",
46525,avenida buena vista 316 urbanización chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.105076,-76.979804)",
46526,avenida buena vista 324 urbanización chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.104941,-76.979821)",
46527,avenida buena vista 308 urbanización chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.105212,-76.979787)",
46528,avenida buena vista 310 urbanización chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.105194,-76.979786)",
46529,avenida buena vista 330 urbanización chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.104805,-76.979839)",
46530,avenida buena vista 336 urbanización chacarilla del estanque manzana h2 ,SAN BORJA-LIMA-LIMA,"(-12.104678,-76.979865)",
46531,avenida buena vista 230 urbanización chacarilla del estanque manzana i2 ,SAN BORJA-LIMA-LIMA,"(-12.107426,-76.979541)",
46532,avenida buena vista 236 urbanización chacarilla del estanque manzana i2 ,SAN BORJA-LIMA-LIMA,"(-12.107282,-76.97954)",
46533,avenida buena vista 243 urbanización chacarilla del estanque manzana t2 ,SAN BORJA-LIMA-LIMA,"(-12.107175,-76.979823)",
46534,avenida buena vista 258 urbanización chacarilla del estanque manzana i2 ,SAN BORJA-LIMA-LIMA,"(-12.106866,-76.979574)",
46535,avenida buena vista 256 urbanización chacarilla del estanque manzana i2 ,SAN BORJA-LIMA-LIMA,"(-12.106875,-76.979574)",
46536,avenida buena vista 315 urbanizacion chacarilla del estanque manzana s2 ,SAN BORJA-LIMA-LIMA,"(-12.105743,-76.980029)",
